9/5/2022,9:29,-0.2231,-0.2157,-0.2244,0.13
9/5/2022,17:30,-0.2920,-0.0401,-0.2473,0.09
9/5/2022,20:10,-0.0177,-0.1374,-0.1525,0.05
10/5/2022,9:41,-0.2237,-0.1440,-0.0055,0.02
12/5/2022,10:02,-0.2138,-0.1939,-0.2028,0.83
12/5/2022,10:09,-0.1632,-0.1631,-0.1686,0.42
12/5/2022,12:03,-0.1305,-0.1556,-0.0471,0.04
13/5/2022,20:34,-0.1742,-0.1705,-0.1771,0.06
13/5/2022,22:53,-0.0752,-0.0721,-0.1585,0.05
